id,title,description,publishedAt,channelId,channelTitle,tags,categoryId,duration,durationSeconds,viewCount,commentCount,definicion,idioma_audio,likeCount
2zMIGmx4PGs,Un descubrimiento ¿RADIACTIVO? #curiosidades #ciencia #química #chemistry,"¿Sabías que el descubrimiento de la radiactividad fue completamente accidental? 💥 Lo que empezó como un simple experimento con minerales cambió la historia de la ciencia, revelando un poder invisible capaz de transformar la materia y hasta la vida misma. 🔬☢️ 


#ciencia  #tecnologia  #nuclear #science #fallout #gamma #beta #alpha #shortscientíficos #clips #shortvideo #shortsfeed #shorts #clip #datoscuriosos #curiosidades #technology #tech #explore #explorepage #fy #viralshort #viralvideo #parati #mariecurie #fallout #radio",2025-10-25T22:00:02Z,UChOuQTrD9XSv9vNgJh8MjQw,Curiosidades al descubierto,,28,PT1M,60,1040,0,hd,es-419
vWkJq3awTV4,¿Qué es la radiactividad y cómo funciona? | Ciencia fácil,"¿Te has preguntado qué es realmente la radiactividad? En este video de Ciencia Fácil te explicamos de forma sencilla y visual cómo funciona este fenómeno natural que ocurre dentro de los átomos. Descubre: Qué significa que un material sea radiactivo Cómo y por qué ocurre la radiactividad Los tipos de radiación (alfa, beta y gamma) Dónde se encuentra en la vida real Y si realmente es tan peligrosa como parece 📚 Ideal para estudiantes, curiosos y amantes de la ciencia. Dale play y entiende la radiactividad ¡sin complicaciones!

👉 Suscríbete y activa la campana 🔔 para no perderte ningún video.  
Tu curiosidad es el motor de este canal. Hazlo aqui:
https://youtube.com/@Curiosidadesaldescubierto?sub_confirmation=1

#curiosidades #ciencia #science #química #chemistry #technology #tech #parati #nuclear",2025-10-25T16:00:06Z,UChOuQTrD9XSv9vNgJh8MjQw,Curiosidades al descubierto,ciencia y tecnología|ingeniería explicada|funcionamiento de máquinas|motores internos|tecnología desde dentro|robots explicados|cómo funciona un ordenador|sistemas electrónicos|inteligencia artificial|blockchain explicado|energía solar|energía nuclear|curiosidades|datos curiosos|ciencia|tecnologia|fisica|crypto|blockchain,28,PT9M26S,566,1968,4,hd,es-419
iA2Bm-ZnyFo,¿Tu memoria miente?,"Tu cerebro puede inventar recuerdos... y hacerte creer que son reales. 🧠💭 En este short te explicamos cómo funciona este extraño fenómeno y por qué tu mente puede engañarte sin que lo notes.

#ciencia  #psicologia  #cerebro  #memoria #curiosidades #datoscurisos #science #mente #mindset #mindfulness #mind #neuroscience #sciencefacts #facts #hechos #hechosimpactantes #exploration #explore #fy #fypp #clips #parati",2025-10-25T03:01:03Z,UChOuQTrD9XSv9vNgJh8MjQw,Curiosidades al descubierto,ciencia y tecnología|ingeniería explicada|funcionamiento de máquinas|motores internos|tecnología desde dentro|robots explicados|cómo funciona un ordenador|sistemas electrónicos|inteligencia artificial|blockchain explicado|energía solar|energía nuclear|curiosidades|datos curiosos|ciencia|tecnologia|fisica|crypto|blockchain,28,PT45S,45,625,0,hd,es-419
_TUnMWOGhPQ,¿Cómo funciona BITCOIN?,"Bitcoin: La RED Moderna que REEMPLAZA el sistema bancario 

¿Y si te dijera que existe una red capaz de funcionar sin bancos, sin intermediarios y sin fronteras? 💸 En este video descubrirás cómo Bitcoin no solo es una moneda digital… sino una revolución tecnológica que está cambiando por completo la forma en la que entendemos el dinero

👉 Suscríbete y activa la campana 🔔 para no perderte ningún video.  
Tu curiosidad es el motor de este canal. Hazlo aqui:
https://youtube.com/@Curiosidadesaldescubierto?sub_confirmation=1

#curiosidades #tecnologia #technology #tecnología #datoscuriosos #datos #datosinteresantes #science #blockchain #crypto #cryptonews #cryptocurrency #cryptotrading #cryptocurrencies #blockchaintechnology #cryptoworld #finanzas #finance #money #dollar #ethereum #doge #worldcoins #blockchaintechnology",2025-10-18T23:00:27Z,UChOuQTrD9XSv9vNgJh8MjQw,Curiosidades al descubierto,ciencia y tecnología|ingeniería explicada|funcionamiento de máquinas|motores internos|tecnología desde dentro|robots explicados|cómo funciona un ordenador|sistemas electrónicos|inteligencia artificial|blockchain explicado|energía solar|energía nuclear|curiosidades|datos curiosos|ciencia|tecnologia|fisica|crypto|blockchain,28,PT55S,55,724,0,hd,es-419
ecXi9uSv7P4,Lo que NO TE DICEN del BLUETOOTH! #curiosidades #tecnologia #tech #bluetooth #fy,"¿Cuál es el verdadero secreto del Bluetooth? Descubre cómo esta tecnología conecta tus dispositivos sin cables, usando ondas invisibles que viajan por el aire miles de veces por segundo. ⚙️📡

#curiosidades #tecnologia #tecnología #tech #bluetooth #smartphone #mobile #google #samsung #fy #fyp #explore #explorepage #viral #viralshort #viralvideo #clips #ideas #shortsviral",2025-10-16T23:00:51Z,UChOuQTrD9XSv9vNgJh8MjQw,Curiosidades al descubierto,,28,PT48S,48,462,0,hd,es-419
EraAi1t2pJA,¿Cómo funciona la IA? #curiosidades #ai #ia #tecnologia #technology #artificialintelligence #fy,"🤖 ¿Cómo funciona una IA realmente? Descubre cómo las máquinas aprenden, reconocen patrones y crean resultados sin “pensar” como nosotros. 🧠 La inteligencia artificial no razona… procesa información a una velocidad inhumana. ⚙️

#datoscurisos #curiosidades #tecnologia #technology #ai #ia #crypto #robot #explore #inteligenciaartificial #artificialintelligence #artificial #inteligencia #computer #pc #science #matemática #maths #programming #programacion",2025-10-16T14:30:20Z,UChOuQTrD9XSv9vNgJh8MjQw,Curiosidades al descubierto,,28,PT1M,60,1045,0,hd,es-419
S5J1ifj1USY,¿Cómo las vacunas engañan a tu cuerpo? #curiosidades #vacuna #ciencia #medicina #health #salud #fy,"Descubre cómo tu cuerpo aprende a defenderse sin enfermarse, gracias a una de las tecnologías médicas más importantes de la historia.
Así es como tu sistema inmunológico se entrena para ganar la batalla antes de que empiece. 

#datoscurisos #curiosidades #fy #explore #science #ciencia #medicine #medicina #vaccine #vacuna #covid19 #covid #medico #sciencefacts #facts #shortvideo #shortsviral #shortsfeed #short #shortsvideos #clips #explore #explorepage",2025-10-15T22:00:37Z,UChOuQTrD9XSv9vNgJh8MjQw,Curiosidades al descubierto,,28,PT1M2S,62,561,0,hd,es-419
jC1Ovgu0S7o,¿Así se RECICLA el AGUA? #curiosidades #datoscuriosos #reciclaje #recycle #agua #water #industrial,"¿Alguna vez te has preguntado qué pasa con el agua después de que la usamos en casa? 🚿💧 En este video descubrirás el sorprendente recorrido que sigue el agua desde el desagüe hasta las plantas de tratamiento, donde es filtrada, limpiada y devuelta al medio ambiente. 🌎 Aprende cómo la tecnología y la ciencia logran transformar el agua sucia en un recurso reutilizable. ¡Prepárate para ver el increíble ciclo oculto del agua que usamos todos los días!

#datoscurisos #curiosidades #curiosidadesdomundo #agua #water #reciclaje #reciclar #fy #recycle #reels #viral #foryou #fy #natural #naturaleza #explore #explorepage #exploremore #reels #shortvideo #shortsviral #shorts #industrial #industry #mecanica #mechanic #science #cienciafácil #tecnología #technology #tech",2025-10-14T14:01:19Z,UChOuQTrD9XSv9vNgJh8MjQw,Curiosidades al descubierto,,28,PT1M6S,66,929,0,hd,es-419
6yXMSJe0Mng,¿TECNOLOGIA SECRETA en los robots delivery? #curiosidades #tecnologia #technology #robot #ai #ia #fy,"Descubre la tecnología en los nuevos robots de delivery en el video adjunto, haz click en el!

#curiosidades #datoscuriosos #ciencia #tecnologia #technology #tech #tecnología #science #2025 #robot #robots #ia #ai #usa #miami #explore #curiosidadesdomundo #explorepage #food #repartidor #ruedas #future #futuro #nuevaera #fy #science #datoscurisos #curiosidadesdomundo #robots #robotstory #robotsvshumans",2025-10-11T21:30:01Z,UChOuQTrD9XSv9vNgJh8MjQw,Curiosidades al descubierto,,28,PT59S,59,299,0,hd,es-419
Eti5Z_TpBtk,¿Cómo funciona un Robot de Delivery? | Tecnología Explicada,"Los delivery robots ya recorren calles y campus universitarios entregando comida, paquetes y compras sin intervención humana. Pero… ¿cómo funcionan realmente? 🤖 En este video te explicamos en detalle cómo un robot de reparto logra moverse, detectar obstáculos, reconocer semáforos, comunicarse con el entorno y llegar hasta tu puerta con total precisión.

Verás cómo la inteligencia artificial, los sensores, las cámaras y los sistemas de navegación GPS trabajan juntos para hacer posible algo que parece sacado del futuro. 🚀

💡 En este video descubrirás:

Cómo un robot entiende el entorno con sensores y cámaras.

Qué papel tiene el software ROS, el “cerebro” que conecta todo.

Cómo planifica rutas y evita personas o autos.

Qué tecnologías permiten su autonomía y seguridad.

videos de freepik.com 

Si te apasiona la tecnología, la robótica y la inteligencia artificial, este video es para ti.

#curiosidades #technology #tecnologia  #comida #futuro #ciencia #science #cienciafácil #tecnologiafuturista #futuristic #2025 #datoscuriosos #datosinteresantes #sabiasque #explore #facts #food #fastfood #envío #tecnología #explorepage #exploremore #parati #fy #fypp #fyp #sciencefacts #google #ai #ias #ia",2025-10-11T03:00:06Z,UChOuQTrD9XSv9vNgJh8MjQw,Curiosidades al descubierto,,28,PT9M29S,569,18,2,hd,es-419
37v3p5SlL5c,Blockchain: ¿te imaginas el mundo sin él? #crypto #cryptocurrency #curiosidades #tecnologia #viral,"¿Te imaginas un mundo sin blockchain? 💥 Sin esta tecnología, las criptomonedas colapsarían, los registros digitales desaparecerían y la confianza en la economía digital se vendría abajo. Descubre qué tan dependientes somos del sistema que sostiene gran parte del internet moderno. ⛓️💻

#technology #crypto #cryptonews #2025 #curiosidades #datoscuriosos #tecnologia #technology #tech #cryptotrading #finanzas #finance #facts #explore #explorepage #fy #fypp #internet #web #data #datos #sitioweb #economia #economy",2025-10-10T23:47:57Z,UChOuQTrD9XSv9vNgJh8MjQw,Curiosidades al descubierto,,28,PT1M1S,61,1137,0,hd,es-419
_PRnfZtteMQ,¿Qué pasaría si el petróleo perdiera su valor? #curiosidades #petróleo #oil #gasolina #fy #economia,"¿Te imaginas un mundo donde el petróleo no valga nada? 🌍💥 La economía colapsaría, las potencias petroleras se desplomarían y los autos eléctricos dominarían el planeta. En este vídeo te explicamos qué pasaría si el petróleo perdiera todo su valor y cómo cambiaría el futuro de la energía, el transporte y el dinero. ⚡🚗

#curiosidades #datoscuriosos #datoscuriososdelmundo #economy #economia #petróleo #petroleumindustry #industrial #industria #explore #fy #facts #factshorts #factvideo #technology #tecnologia #gasstation #gas #gasolina #gasoline #economiamundial",2025-10-09T14:00:52Z,UChOuQTrD9XSv9vNgJh8MjQw,Curiosidades al descubierto,,28,PT57S,57,757,11,hd,es-419
nBtZO1F7gKo,El fin del dinero físico: ¿Estamos listos? #curiosidades #datoscurisos #dinero #economy #finanzas,"¿Qué pasaría si de repente desaparecieran todas las monedas y billetes del mundo? Descubre cómo un mundo sin dinero físico cambiaría la forma en que compramos, ahorramos y nos relacionamos con la economía. Desde transacciones 100% digitales hasta la pérdida de privacidad y los riesgos de ciberataques, exploramos lo que nadie te cuenta sobre un futuro totalmente digital.

#curiosidades #datoscuriosos #dinero #economia #economy #facts #money #bancos #billetes #billionaire #millionaire #millonarios #explore #finance #finanzas #finanzaspersonales #finanza #finance #financialfreedom #fy #fyp #explore #viral #viralshort #viralvideo #viralreels #youtubeshorts",2025-10-09T05:00:50Z,UChOuQTrD9XSv9vNgJh8MjQw,Curiosidades al descubierto,,28,PT1M4S,64,944,0,hd,es-419
6LuVosxetqQ,¿Podríamos vivir sin aire? #curiosidades #ciencia #science #cienciafácil #sciencefacts #fy #salud,"¿Qué pasaría si el aire limpio de la Tierra desapareciera? 😱 Descubre cómo caerían los niveles de oxígeno, cómo los humanos y los animales lucharían por respirar, y qué tecnologías podrían intentar salvarnos. Un vistazo aterrador pero fascinante a un futuro que nadie quiere vivir.

#curiosidades #datoscurisos #explore #science #sciencefacts #scienceexperiment #ciencia #cienciafácil #aire #air #oxigeno #oxygen #health #salud #healthy #fy #facts #factshorts #factvideo #fact #tecnologia #tecnologiafuturista #informacion #information #curioso #sabiasque #sabíasque #health",2025-10-08T15:00:10Z,UChOuQTrD9XSv9vNgJh8MjQw,Curiosidades al descubierto,,28,PT49S,49,1236,0,hd,es-419
xOMQWYj0aEE,¿Podríamos sobrevivir sin dormir?    #curiosidades #science #cienciadelamente #sueños #insomnia,"Dormir parece una pérdida de tiempo, pero es una necesidad vital. En este video descubrirás qué le pasaría realmente a tu cuerpo y a tu cerebro si nunca volvieras a dormir. Desde la pérdida de memoria y las alucinaciones hasta el colapso total del organismo, la ciencia explica por qué el sueño no solo nos descansa… sino que literalmente nos mantiene con vida. 🧠💤

#curiosidades #explore #datoscurisos #datoscuriosos #datoscuriososdelmundo #sueños #sueño #sueñoprofundo #ciencia #science #cienciafácil #cienciadelamente #inconscient #noche #sciencefacts #facts #factvideo #factshorts #clips #viral #fypp #fy #parati #mexico #usa",2025-10-07T21:01:06Z,UChOuQTrD9XSv9vNgJh8MjQw,Curiosidades al descubierto,,28,PT1M1S,61,728,0,hd,es-419
ckcL0XeHnQU,¿Qué pasaría si nos clonáramos? #curiosidades #clones #ciencia #science #tecnologia #parati #fy #fy,"¿Te imaginas tener una copia exacta de ti mismo? La clonación humana podría hacerlo posible, pero no sería tan simple. Aunque el clon tendría tu mismo ADN, no compartiría tus recuerdos ni tu personalidad. Además, los riesgos biológicos y éticos son enormes: fallos genéticos, envejecimiento acelerado y dilemas sobre identidad y derechos humanos. Por eso, aunque la ciencia puede acercarse a lograrlo, clonar humanos sigue siendo una línea que el mundo aún no se atreve a cruzar. 🧬

#curiosidades #datoscurisos #explore #facts #science #clones #dobles #science #ciencia #sciencefacts #technology #tech #technologies #datoscuriosos #explore #explora #viral #viralshort #clips #viralvideo #shorts #shortvideo",2025-10-07T14:30:33Z,UChOuQTrD9XSv9vNgJh8MjQw,Curiosidades al descubierto,,28,PT1M,60,860,0,hd,es-419
xvwmU1VbQws,¿Agua VS Tierra? Hidroponía #curiosidades #cultivo #plantas #biologia #hidroponía #hydroponics #fy,"Entra en el video relacionado para ver la magia de la hidroponía 

#curiosidades #ciencia #biology #biologia #explore #tecnologia #tecnología #technology #tech #agua #water #science #sciencefacts #hydroponics #plants #plantas #tierra #earth #fy #explorepage #parati #paratii #datoscuriosos #facts",2025-10-06T01:01:07Z,UChOuQTrD9XSv9vNgJh8MjQw,Curiosidades al descubierto,,28,PT57S,57,808,0,hd,es-419
H1JfuxPWWwc,¿Conoces la Hidroponía? #curiosidades #datoscurisos #ciencia #plantas #hidroponía #cultivation #fy,,2025-10-05T20:00:11Z,UChOuQTrD9XSv9vNgJh8MjQw,Curiosidades al descubierto,,28,PT52S,52,859,0,hd,es-419
zyUkzR_Srxo,¿Cómo funciona la hidroponía? La ciencia detrás del cultivo más eficiente del mundo,"🌱 ¿Sabías que las plantas no necesitan tierra para crecer?
En este vídeo descubrirás cómo funciona la hidroponía, un método de cultivo que permite que las plantas crezcan solo con agua, nutrientes y luz, de forma más rápida y eficiente.

Te explicaremos de manera fácil y completa:
✅ Qué es la hidroponía y por qué no se necesita tierra
✅ Cómo se alimentan las plantas a nivel biológico
✅ Los componentes básicos de un sistema hidropónico
✅ Ventajas para ahorrar agua, espacio y recursos
✅ Por qué se usa en granjas urbanas, desiertos e incluso en el espacio 🚀

🌎 Aprende cómo la ciencia está revolucionando la agricultura y cómo tú también puedes empezar a cultivar en casa.

🔔 Suscríbete para más videos sobre agricultura inteligente y sostenibilidad.

#curiosidades #datoscurisos #explore #facts #tecnologia #technology #tech #cultivo #hidroponia #plants #earth #explorepage #science #natural #naturaleza #naturalhealth #health #salud #datoscuriososdelmundo #fy #fypp #fypシ゚viral",2025-10-05T18:00:06Z,UChOuQTrD9XSv9vNgJh8MjQw,Curiosidades al descubierto,,28,PT7M14S,434,345,0,hd,es-419
63qQ34KWMUc,¿Que es un servidor DNS? #curiosidades #datoscurisos #tecnologia #technology #server #online #fypp,"Descubre la magia de los servidores

Haz click en el video relacionado para ver el video completo!

#curiosidades #science #ciencia #server #servidor #tecnologia #technology #tech #fy #sabiasque #explore #explorepage #reels #shorts #shortvideo #shortsfeed #clips #datoscurisos #facts #factshorts",2025-10-05T14:00:14Z,UChOuQTrD9XSv9vNgJh8MjQw,Curiosidades al descubierto,,28,PT37S,37,1048,0,hd,es-419
KUfoqfnhcqo,¿Qué pasaría si los océanos se evaporaran? #curiosidades #datoscurisos #ocean #ciencia #facts #fy,"¿Alguna vez te has preguntado qué pasaría si todos los océanos del planeta desaparecieran en forma de vapor? El resultado no es solo un mundo seco… sino un colapso total del clima, la vida y la estabilidad de la Tierra. En menos de un minuto, te explico por qué perder los océanos sería el principio del fin. 🌍🔥

#curiosidades #datoscurisos #facts #factshorts #fact #factsvideo #ciencia #science #cienciafácil #evaporation #lava #volcano #oceano #océano #explore #exploremore #explorepage #fy #fyp",2025-10-04T20:00:11Z,UChOuQTrD9XSv9vNgJh8MjQw,Curiosidades al descubierto,,28,PT57S,57,1041,0,hd,es-419
TKYjyd2Nv-0,¿Cómo funcionan los servidores? La base oculta que sostiene la era digital,"¿Alguna vez te has preguntado qué pasa detrás de escena cada vez que entras a una página web, ves un video en streaming o mandas un mensaje? 🌐💻
En este video descubrirás cómo funcionan los servidores de una manera clara, sencilla y completa, aunque no tengas conocimientos técnicos.

Aprenderás:
🔹 Qué es realmente un servidor y por qué es el “cerebro” de internet.
🔹 Cómo viaja la información desde tu dispositivo hasta los centros de datos.
🔹 La diferencia entre servidores físicos y la nube.
🔹 Por qué los gigantes como Google, YouTube o Netflix nunca se caen.
🔹 Datos curiosos y ejemplos fáciles de entender.

Te lo explico con analogías simples, ejemplos reales y detalles técnicos explicados de forma que cualquiera pueda comprenderlo.
Si quieres entender el corazón que mantiene viva la web, ¡este video es para ti! 🚀
#curiosidades #datoscurisos #explore #smartphone #facts #tecnologia #science #explorepage #fy #ciencia #technology #tech #technicalanalysis #server #servers #informatica #computadora #pc #pcgaming #onlineservice #onlineservices #onlineserver #videojuegos #datosinteresantes #information #youtube #netflix #facebook",2025-10-04T18:00:06Z,UChOuQTrD9XSv9vNgJh8MjQw,Curiosidades al descubierto,,28,PT4M30S,270,29,0,hd,es-419
F1ULPpNl-Co,¿Qué pasaría si el Sol desaparece? #curiosidades #datoscurisos #science #ciencia #sol #shortsviral,"☀️ ¿Qué pasaría si el Sol desapareciera de repente?

Durante 8 minutos no notaríamos nada... pero después, el caos comenzaría. La Tierra saldría disparada por el espacio, las temperaturas caerían a niveles extremos y la vida como la conocemos colapsaría.

En este Short te explico paso a paso cómo sería el fin del mundo si nuestra estrella dejara de existir. 🌌

🎙 Ciencia rápida, curiosa y al grano.
📲 ¡Dale like, comenta y sigue el canal para más Shorts como este!

#curiosidades #datoscurisos #tecnologia #facts #sabiasque #science #explorepage #sun #sunday #nasa #space #outerspace #espacioexterior #español #youtube",2025-10-03T13:00:35Z,UChOuQTrD9XSv9vNgJh8MjQw,Curiosidades al descubierto,,28,PT1M13S,73,888,2,hd,es-419
nov0V75VZu0,¿Qué pasó con estos formatos legendarios? #curiosidades #tecnologia #tech #technology #bluray #fy,"Descubre la ciencia oculta detrás de cada disco que has reproducido.

Dale click al video enlazado para descubrir la ciencia completa en el video entero!

#science  #curiosidades  #datoscurisos  #cd  #dvd  #disco   #formato  #explore  #explorepage  #tech  #technology   #tecnologia  #tecnología #technicalanalysis #facts #factshorts #factvideo #factsdaily #explore #viral #viralshort #viralvideo #viralshorts #shortvideo #shorts",2025-09-30T17:01:08Z,UChOuQTrD9XSv9vNgJh8MjQw,Curiosidades al descubierto,,28,PT51S,51,1360,0,hd,es-419
qyQtX8RbHPc,¿Láser microscópico en tus discos? #curiosidades #tecnologia #tech #technology #ciencia #format #fy,"Descubre la ciencia oculta detrás de cada disco que has reproducido.

Dale click al video enlazado para descubrir la ciencia completa en el video entero!

#science #curiosidades #datoscuriososdelmundo  #cd #dvd #disco #formato #explore  #explorepage  #tech  #technology   #tecnologia  #tecnología #technicalanalysis #facts #factshorts #factvideo #factsdaily #explore #viral #viralshort #viralvideo #viralshorts #viralvideos #tecnology #parati #smart #laser #fact #datoscuriosos #format #newera #actualidad #futuro #cds #samsung #google #linux #laserdisc #vhs #cassette",2025-09-30T16:00:08Z,UChOuQTrD9XSv9vNgJh8MjQw,Curiosidades al descubierto,,28,PT41S,41,1493,0,hd,es-419
w6mRdrobud8,¿Secreto oculto dentro de un CD? #tecnologia #technology #ciencia #explore #fy #facts,"Descubre la ciencia oculta detrás de cada disco que has reproducido.

Dale click al video enlazado para descubrir la ciencia completa en el video entero!

#science #curiosidades #datoscurisos #cd #dvd #disco #formato #explore #explorepage #tech #technology #tecnologia #tecnología #technicalanalysis #viral #exploremore #viralvideo #viralshort #viralshorts #youtube #youtubeshorts #shortsvideo #shortsviral #shortsfeed #music #musicplayer  #viralshortvideo #sabiasque #youtubechannel #youtubevideos #parati",2025-09-30T15:50:05Z,UChOuQTrD9XSv9vNgJh8MjQw,Curiosidades al descubierto,,28,PT34S,34,1366,0,hd,es-419
N32gOrjMuck,¿Qué tan peligrosa es una bomba nuclear para la Tierra? #curiosidades #ciencia #science #nuclear,"Explora el verdadero alcance de una explosión nuclear: desde la física detrás de la fisión y la fusión, hasta sus efectos en el clima, la radiación y los ecosistemas globales. En solo un minuto, descubre por qué una sola bomba puede cambiar el futuro del planeta.

#curiosidades #datoscurisos #science #ciencia #tecnologia #tech #technology #nuclear #fallout #postapocalyptic #datoscuriososdelmundo #explore #shortvideo #clips #shortsfeed #shortfeed #shortseducativos #parati #foryou #fy #explore #explorepage #exploremore #facts #factshorts #nuclearwar #nuclearweapons #guerranuclear #nuclearleak #bunker #supervivencia #survival",2025-09-28T23:00:02Z,UChOuQTrD9XSv9vNgJh8MjQw,Curiosidades al descubierto,,28,PT45S,45,4599,3,hd,es-419
rXN1blOXcAM,¿Cómo funciona un CD por dentro? La física que guarda tu música y películas,"Descubre la ciencia oculta detrás de cada disco que has reproducido.
En este video exploramos cómo funciona un disco óptico por dentro: desde la fina estructura de policarbonato que almacena miles de millones de microhoyos, hasta el láser que “lee” la información con precisión nanométrica. Verás cómo la luz, la reflexión y la interferencia permiten que música, películas y datos completos se guarden en un simple círculo brillante. Además, comparamos CD, DVD, Blu-ray y los modernos Ultra HD para entender por qué cambian la capacidad y la calidad. Una inmersión en física, materiales y tecnología que revela el ingenio que hace posible tu entretenimiento cotidiano.

Si te gusta todo relacionado al audio, música y formatos, 

Te dejo mi faceta musical en este enlace ⬇

Escúchala en Spotify: https://open.spotify.com/artist/3lZQRV1Ej2ijGVM9hJn7Qh?si=VxcvE_3zTJirDiROJNndUw

También disponible en Apple Music / YouTube Music o cualquier plataforma que uses



#curiosidades #datoscurisos #tecnologia #tech  #disco #cd #compactdisc #laserdisc #bluray #dvd #laser #ciencia #science",2025-09-27T14:30:06Z,UChOuQTrD9XSv9vNgJh8MjQw,Curiosidades al descubierto,,28,PT6M36S,396,2133,6,hd,es-419
